game_id,game_date,away_team_id,home_team_id
401823394,2025-11-13,2870,2711
401823214,2025-11-13,2262,91
401822759,2025-11-13,2154,58
401822736,2025-11-13,2612,2670
401822311,2025-11-13,270,84
401820597,2025-11-13,130195,2006
401818549,2025-11-13,225,104
401817519,2025-11-13,2603,259
401817195,2025-11-13,2561,179
401817143,2025-11-13,44,45
401813348,2025-11-13,2385,2099
401813321,2025-11-13,185,2368
401829346,2025-11-13,2693,2546
401829461,2025-11-13,375,2449
401828544,2025-11-13,2198,238
401828282,2025-11-13,202,198
401827234,2025-11-13,135,142
401827213,2025-11-13,2636,326
401826947,2025-11-13,224,3084
401823023,2025-11-13,2031,269
401822995,2025-11-13,2393,339
401822331,2025-11-13,2447,2674
401817254,2025-11-13,2430,152
401813288,2025-11-13,2504,197
401812284,2025-11-13,161,251
401811104,2025-11-13,88,233
401828753,2025-11-13,2630,71
401827004,2025-11-13,2535,2640
401820615,2025-11-13,159,2803
401826931,2025-11-13,2692,328
401826908,2025-11-13,28,278
401823809,2025-11-13,13,36
401823510,2025-11-13,70,301
401830348,2025-11-13,2363,3101
401827265,2025-11-13,2571,2483
401824056,2025-11-13,249,204
401828918,2025-11-13,79,2440
401826726,2025-11-13,2502,2539
401823500,2025-11-13,331,2547
401823306,2025-11-13,299,279
401817466,2025-11-13,147,24
401824848,2025-11-13,2400,62
401812262,2025-11-14,2509,333
401827220,2025-11-13,23,127
401831227,2025-11-13,2117,6
401829413,2025-11-13,172,322
401817444,2025-11-13,221,277
401830421,2025-11-13,2081,2427
401829686,2025-11-14,2016,47
401829493,2025-11-14,2232,2247
401828297,2025-11-14,108806,2097
401827527,2025-11-14,50024,2448
401826862,2025-11-14,212,163
401826856,2025-11-14,2330,113
401826830,2025-11-14,2061,2635
401824861,2025-11-14,2405,2550
401823401,2025-11-14,126821,2523
401820807,2025-11-14,2207,151
401818368,2025-11-14,2349,171
401827089,2025-11-14,2572,2755
401817155,2025-11-14,2350,2724
401829043,2025-11-14,2229,99
401828477,2025-11-14,2739,2900
401828331,2025-11-14,2433,2277
401823463,2025-11-14,5345,2459
401820839,2025-11-14,2127,2010
401826750,2025-11-14,2679,2717
401817221,2025-11-14,25,2306
401817231,2025-11-15,282,150
401813759,2025-11-15,12,26
401812252,2025-11-15,130,2628
401822356,2025-11-15,2197,96
